(0, 20, -437.0)
(1, 50, -833.0)
(2, 10, -786.0)
(3, 10, -1025.0)
(4, 50, -1228.0)
(5, 10, -1249.0)
(6, 10, -1609.0)
(7, 10, -2234.0)
(8, 10, -1865.0)
(9, 10, -1422.0)
(10, 10, -1710.0)
(11, 10, -1128.0)
(12, 10, -1445.0)
(13, 10, -1760.0)
(14, 10, -1443.0)
(15, 10, -1688.0)
(16, 10, -2143.0)
(17, 30, -1848.0)
(18, 50, -2148.0)
(19, 10, -2244.0)
(20, 10, -1846.0)
(21, 10, -1908.0)
(22, 10, -2012.0)
(23, 10, -1972.0)
(24, 10, -2036.0)
(25, 10, -1942.0)
(26, 30, -1785.0)
(27, 50, -1653.0)
(28, 50, -2654.0)
(29, 50, -2411.0)
(30, 50, -1954.0)
(31, 30, -2172.0)
(32, 10, -1229.0)
(33, 20, -885.0)
(34, 10, -476.0)
(35, 20, -353.0)
(36, 20, -360.0)
(37, 20, -290.0)
(38, 20, -173.0)
(39, 40, -169.0)
(40, 20, -120.0)
(41, 30, -120.0)
(42, 20, -60.0)
