(0, 10, 7.855083163975116)
(1, 10, 5.981015939840496)
(2, 10, 7.8378165527971015)
(3, 10, 5.077310619542601)
(4, 10, 4.312107580341021)
(5, 40, 3.8432380034152884)
(6, 10, 2.311472745755115)
(7, 10, 0.820420751781185)
(8, 10, 3.3334239535401315)
(9, 10, 3.0214453541859156)
(10, 10, 3.30281060262365)
(11, 10, 5.464358729927341)
(12, 10, 3.59464551784432)
(13, 10, 2.434590197468394)
(14, 50, 4.3293844770815735)
(15, 30, 3.5960882672720844)
(16, 10, 1.9821799541827518)
(17, 10, 3.774839579326781)
(18, 10, 3.6458167107625394)
(19, 10, 2.763421957019212)
(20, 10, 3.3190443337225455)
(21, 10, 2.83193989059311)
(22, 10, 1.9755796054994266)
(23, 10, 4.08925202305645)
(24, 30, 4.429623151429996)
(25, 10, 2.6683962870749287)
(26, 10, 3.72354744984868)
(27, 10, 3.583777154524389)
(28, 10, 2.3515499915246787)
(29, 10, 3.0458602225515494)
(30, 10, 3.0121068342456323)
(31, 10, 2.466554268183861)
(32, 10, 4.297708899768733)
(33, 10, 4.8176584321504885)
(34, 10, 2.1768858940138296)
(35, 10, 2.952641233461375)
(36, 10, 2.735784167012423e-06)
(37, 10, 0.09404277534876752)
(38, 10, 1.3166011757105276)
(39, 10, 0.0)
(40, 10, 0.0)
(41, 10, 0.0)
(42, 10, 0.0)
