(0, 10, 7.855083163975116)
(1, 50, 5.981015939840496)
(2, 10, 7.8378165527971015)
(3, 10, 5.077310619542601)
(4, 10, 4.312107580341021)
(5, 10, 3.7362566936734694)
(6, 10, 2.6331905362614876)
(7, 10, 1.000542921761409)
(8, 10, 3.267978488437005)
(9, 10, 3.905919964403927)
(10, 10, 3.5603588875208856)
(11, 10, 5.963515201869368)
(12, 10, 3.641786204851399)
(13, 10, 2.2826230446369156)
(14, 10, 3.9482318333930864)
(15, 10, 3.3582295536843225)
(16, 30, 3.128407832838389)
(17, 10, 5.103518876054391)
(18, 10, 1.8453797886546537)
(19, 10, 2.388859058638448)
(20, 10, 3.5819710106792995)
(21, 10, 4.43702338687653)
(22, 10, 2.165980684265336)
(23, 10, 3.11643159681995)
(24, 10, 3.006042897571283)
(25, 40, 3.6502340026852207)
(26, 10, 4.424858117004764)
(27, 10, 3.040509622533216)
(28, 10, 2.6497224462357503)
(29, 10, 4.521123812230329)
(30, 10, 2.9663636550926378)
(31, 10, 1.479600275242902)
(32, 10, 3.256740348198614)
(33, 10, 2.3966475180307794)
(34, 10, 1.2772041656557334)
(35, 10, 1.6566145458135009)
(36, 10, 1.1653062638354656)
(37, 10, 0.8727936057178375)
(38, 10, 2.4072025981241003)
(39, 10, 1.61961534557201)
(40, 10, 0.0)
(41, 10, 0.0)
