(0, 20, -25.705882352941178)
(1, 40, -37.125)
(2, 10, -32.73913043478261)
(3, 40, -35.875)
(4, 10, -44.096774193548384)
(5, 40, -39.970588235294116)
(6, 40, -43.25714285714286)
(7, 10, -51.0)
(8, 10, -42.111111111111114)
(9, 40, -35.666666666666664)
(10, 10, -42.8)
(11, 30, -30.96551724137931)
(12, 10, -38.12903225806452)
(13, 10, -44.65625)
(14, 30, -37.31428571428572)
(15, 40, -41.707317073170735)
(16, 10, -47.404761904761905)
(17, 20, -39.92857142857143)
(18, 20, -38.83783783783784)
(19, 30, -44.0)
(20, 30, -38.6)
(21, 50, -39.578947368421055)
(22, 10, -50.476190476190474)
(23, 40, -44.333333333333336)
(24, 10, -40.355555555555554)
(25, 50, -44.78048780487805)
(26, 10, -39.020833333333336)
(27, 10, -41.8)
(28, 20, -46.26086956521739)
(29, 20, -46.125)
(30, 30, -51.46666666666667)
(31, 40, -53.34782608695652)
(32, 20, -44.705882352941174)
(33, 10, -54.57142857142857)
(34, 10, -59.1)
(35, 10, -57.55555555555556)
(36, 30, -57.0)
(37, 40, -55.0)
(38, 10, -60.0)
(39, 50, -60.0)
(40, 50, -60.0)
(41, 20, -60.0)
