(0, 50, -25.933333333333334)
(1, 50, -37.0625)
(2, 50, -26.2)
(3, 50, -27.894736842105264)
(4, 50, -37.16)
(5, 50, -37.57142857142857)
(6, 50, -37.86206896551724)
(7, 50, -46.19444444444444)
(8, 50, -43.567567567567565)
(9, 50, -47.743589743589745)
(10, 50, -46.8421052631579)
(11, 20, -37.95652173913044)
(12, 10, -38.734693877551024)
(13, 50, -43.02439024390244)
(14, 10, -33.46666666666667)
(15, 50, -37.096774193548384)
(16, 50, -44.93939393939394)
(17, 20, -40.72727272727273)
(18, 50, -47.81578947368421)
(19, 50, -50.26190476190476)
(20, 50, -37.31578947368421)
(21, 50, -37.61538461538461)
(22, 50, -43.81578947368421)
(23, 40, -33.12903225806452)
(24, 50, -38.41379310344828)
(25, 50, -44.03030303030303)
(26, 40, -33.888888888888886)
(27, 50, -33.375)
(28, 30, -40.793103448275865)
(29, 50, -48.26086956521739)
(30, 50, -51.35294117647059)
(31, 50, -54.625)
(32, 50, -52.4)
(33, 50, -60.0)
(34, 10, -60.0)
(35, 50, -51.0)
(36, 50, -60.0)
(37, 10, -60.0)
(38, 20, -60.0)
(39, 50, -60.0)
