(0, 50, -25.933333333333334)
(1, 50, -37.0625)
(2, 50, -26.2)
(3, 30, -27.85)
(4, 10, -35.92)
(5, 20, -32.08695652173913)
(6, 50, -41.22727272727273)
(7, 10, -46.16129032258065)
(8, 30, -43.05882352941177)
(9, 30, -49.588235294117645)
(10, 10, -44.294117647058826)
(11, 30, -41.44897959183673)
(12, 40, -41.96)
(13, 50, -47.645833333333336)
(14, 10, -37.34090909090909)
(15, 50, -43.5531914893617)
(16, 30, -46.51063829787234)
(17, 20, -41.0)
(18, 10, -41.680851063829785)
(19, 40, -50.05769230769231)
(20, 50, -43.42307692307692)
(21, 50, -38.48)
(22, 50, -48.38461538461539)
(23, 50, -43.10204081632653)
(24, 10, -39.5625)
(25, 50, -45.041666666666664)
(26, 20, -43.8936170212766)
(27, 50, -41.660377358490564)
(28, 20, -50.94827586206897)
(29, 10, -44.2962962962963)
(30, 20, -44.348837209302324)
(31, 30, -52.65384615384615)
(32, 50, -51.6875)
(33, 10, -55.8)
(34, 10, -59.5)
(35, 50, -60.0)
(36, 30, -58.81818181818182)
(37, 50, -42.666666666666664)
(38, 50, -47.333333333333336)
(39, 50, -60.0)
(40, 50, -60.0)
(41, 40, -60.0)
