(0, 40, -426.0)
(1, 40, -715.0)
(2, 40, -768.0)
(3, 40, -860.0)
(4, 10, -1288.0)
(5, 40, -1277.0)
(6, 40, -1507.0)
(7, 40, -2079.0)
(8, 40, -1610.0)
(9, 10, -1330.0)
(10, 40, -1539.0)
(11, 30, -878.0)
(12, 40, -1232.0)
(13, 40, -1561.0)
(14, 40, -1692.0)
(15, 40, -2064.0)
(16, 40, -2182.0)
(17, 40, -1588.0)
(18, 40, -1800.0)
(19, 20, -1780.0)
(20, 40, -1880.0)
(21, 30, -2123.0)
(22, 40, -2415.0)
(23, 50, -2124.0)
(24, 40, -2344.0)
(25, 40, -2462.0)
(26, 10, -2324.0)
(27, 40, -2436.0)
(28, 30, -2708.0)
(29, 40, -2441.0)
(30, 40, -2434.0)
(31, 10, -2303.0)
(32, 20, -1703.0)
(33, 30, -1243.0)
(34, 30, -537.0)
(35, 30, -435.0)
(36, 30, -360.0)
(37, 50, -360.0)
(38, 30, -360.0)
(39, 30, -220.0)
(40, 30, -110.0)
(41, 30, -120.0)
(42, 30, -120.0)
(43, 50, -120.0)
