(0, 20, -437.0)
(1, 10, -881.0)
(2, 20, -763.0)
(3, 10, -985.0)
(4, 20, -1301.0)
(5, 20, -1236.0)
(6, 50, -1411.0)
(7, 20, -2017.0)
(8, 10, -1742.0)
(9, 40, -1259.0)
(10, 10, -1468.0)
(11, 20, -980.0)
(12, 20, -952.0)
(13, 20, -1233.0)
(14, 20, -1322.0)
(15, 20, -1495.0)
(16, 20, -2042.0)
(17, 10, -1721.0)
(18, 20, -1985.0)
(19, 20, -2244.0)
(20, 20, -2558.0)
(21, 20, -2690.0)
(22, 20, -2911.0)
(23, 20, -2932.0)
(24, 20, -3330.0)
(25, 20, -3762.0)
(26, 20, -3231.0)
(27, 20, -2666.0)
(28, 20, -3260.0)
(29, 20, -2983.0)
(30, 20, -2223.0)
(31, 20, -2033.0)
(32, 40, -1274.0)
(33, 30, -860.0)
(34, 10, -624.0)
(35, 50, -337.0)
(36, 40, -297.0)
(37, 10, -300.0)
(38, 10, -240.0)
(39, 10, -240.0)
(40, 10, -53.0)
(41, 40, -60.0)
(42, 40, -60.0)
(43, 40, -60.0)
