(0, 10, -434.0)
(1, 10, -727.0)
(2, 10, -790.0)
(3, 10, -869.0)
(4, 10, -1203.0)
(5, 10, -1383.0)
(6, 10, -1765.0)
(7, 20, -2512.0)
(8, 10, -2182.0)
(9, 10, -1785.0)
(10, 10, -1892.0)
(11, 10, -1016.0)
(12, 10, -1212.0)
(13, 20, -1116.0)
(14, 10, -987.0)
(15, 10, -1457.0)
(16, 10, -1915.0)
(17, 40, -1935.0)
(18, 40, -2429.0)
(19, 50, -2309.0)
(20, 50, -2230.0)
(21, 50, -2407.0)
(22, 50, -2996.0)
(23, 10, -2845.0)
(24, 50, -2863.0)
(25, 50, -2663.0)
(26, 50, -2397.0)
(27, 50, -2609.0)
(28, 50, -2683.0)
(29, 40, -2510.0)
(30, 50, -2366.0)
(31, 50, -1984.0)
(32, 50, -985.0)
(33, 10, -679.0)
(34, 10, -462.0)
(35, 10, -384.0)
(36, 20, -360.0)
(37, 10, -360.0)
(38, 10, -300.0)
(39, 10, -300.0)
(40, 10, -48.0)
(41, 50, -60.0)
(42, 10, -60.0)
(43, 50, -60.0)
