(0, 10, 7.855083163975116)
(1, 10, 5.981015939840496)
(2, 40, 7.60792782317788)
(3, 10, 5.237458058908798)
(4, 10, 3.8276094293512055)
(5, 10, 4.312840643607207)
(6, 10, 2.950588924812569)
(7, 10, 0.9564310402758264)
(8, 10, 3.7923457844506197)
(9, 10, 4.394595905550258)
(10, 10, 4.507809124453203)
(11, 50, 5.290635494736343)
(12, 10, 3.9994385991859973)
(13, 10, 3.0809411406932017)
(14, 10, 4.172255166697159)
(15, 30, 2.4645333579783406)
(16, 10, 2.3321744379885736)
(17, 10, 2.8672611151966203)
(18, 10, 2.4646153370486714)
(19, 10, 1.7904178084041722)
(20, 10, 2.6133441464951415)
(21, 10, 2.334812053490928)
(22, 10, 1.6406840585533966)
(23, 10, 5.29131173930111)
(24, 10, 3.2224755677822263)
(25, 10, 2.3451049347606214)
(26, 10, 3.3616882462972457)
(27, 10, 2.549058798743159)
(28, 10, 1.8556563835057909)
(29, 10, 2.119213212181098)
(30, 40, 3.1719285798178647)
(31, 10, 1.0141862406953839)
(32, 10, 1.0686022992658768)
(33, 10, 1.114394406327119)
(34, 10, 1.5125107584167101)
(35, 10, 2.2874290583218055)
(36, 10, 4.514477710274487)
(37, 10, 2.200738548415296)
(38, 10, 4.93380276913168)
(39, 10, 2.456706227747616)
(40, 10, 2.94506460557676)
(41, 10, 3.0897021781894676)
(42, 10, 0.0)
