(0, 40, 7.799691618249043)
(1, 30, 5.907181139294268)
(2, 10, 6.578801556203059)
(3, 10, 4.685011805057687)
(4, 10, 4.204122654737299)
(5, 40, 4.342053242661773)
(6, 40, 3.931080070575934)
(7, 20, 1.6953640989929348)
(8, 10, 3.857021675074249)
(9, 10, 4.135639302368741)
(10, 10, 3.4399223763470492)
(11, 10, 5.792138440831726)
(12, 50, 4.9862009591562995)
(13, 50, 3.59700314695694)
(14, 50, 5.082918305307372)
(15, 50, 4.979393898697823)
(16, 10, 2.617463441922551)
(17, 50, 3.75321419381391)
(18, 30, 2.452406759858531)
(19, 10, 2.741035921847286)
(20, 50, 3.7991225498715577)
(21, 10, 3.3778849198123115)
(22, 20, 2.1372710817192533)
(23, 10, 3.72702518818038)
(24, 10, 2.960817325119758)
(25, 30, 3.245159913878709)
(26, 20, 4.192358685737865)
(27, 10, 4.369011781968019)
(28, 50, 1.8809605836713787)
(29, 30, 2.387988004179668)
(30, 50, 5.163499507075538)
(31, 40, 0.9091458850314685)
(32, 30, 3.7184575380659814)
(33, 40, 2.1203988762431134)
(34, 20, 1.5228135869559147)
(35, 10, 0.22972076521546958)
(36, 10, 0.0)
(37, 40, 0.7508851973009929)
(38, 10, 0.0014736350755016824)
(39, 50, 0.0)
(40, 50, 0.0)
(41, 40, 0.0)
(42, 10, 0.05958774968421371)
