(0, 10, 0.6333916250426322)
(1, 10, 0.561112871213711)
(2, 10, 0.9346116076840963)
(3, 10, 0.6580629018216958)
(4, 10, 0.645183311989681)
(5, 10, 0.6797900149947939)
(6, 10, 0.46858742879211257)
(7, 10, 0.17287295235726527)
(8, 10, 0.8255236463657943)
(9, 10, 0.7361807217119506)
(10, 10, 0.7325256524277955)
(11, 10, 1.0192260212131297)
(12, 10, 0.5593774675025356)
(13, 10, 0.40258197321570044)
(14, 10, 0.8210309524878566)
(15, 10, 0.6606235126837894)
(16, 10, 0.5075327836374679)
(17, 10, 1.088848706450187)
(18, 10, 0.39541167079044665)
(19, 10, 0.3760665239907149)
(20, 10, 0.9501858364364675)
(21, 10, 0.6033950761158884)
(22, 10, 0.5270082344400708)
(23, 10, 0.8327720489246714)
(24, 10, 0.6368188783842449)
(25, 10, 0.7830485688640559)
(26, 50, 0.7773141810541275)
(27, 10, 0.6148129732180035)
(28, 10, 0.5292383517833834)
(29, 10, 0.9012336540222277)
(30, 50, 0.430027524631576)
(31, 50, 0.18652632392177276)
(32, 50, 0.5548049611587351)
(33, 50, 0.33666653407717473)
(34, 50, 0.24439757139876356)
(35, 50, 0.03850012154461244)
(36, 50, 0.0)
(37, 50, 0.021379517169712377)
(38, 10, 0.00078321441342582)
(39, 20, 0.0)
(40, 20, 0.0)
(41, 50, 0.0)
(42, 50, 0.0)
