(0, 50, -434.0)
(1, 40, -678.0)
(2, 40, -801.0)
(3, 40, -858.0)
(4, 10, -1265.0)
(5, 40, -1201.0)
(6, 40, -1537.0)
(7, 40, -2128.0)
(8, 40, -1734.0)
(9, 40, -1434.0)
(10, 50, -1462.0)
(11, 40, -927.0)
(12, 20, -1239.0)
(13, 30, -1513.0)
(14, 40, -1564.0)
(15, 40, -1887.0)
(16, 40, -1708.0)
(17, 40, -1598.0)
(18, 40, -1897.0)
(19, 40, -2245.0)
(20, 40, -1979.0)
(21, 40, -1903.0)
(22, 40, -2536.0)
(23, 40, -2084.0)
(24, 40, -2265.0)
(25, 40, -2073.0)
(26, 40, -1749.0)
(27, 10, -1974.0)
(28, 10, -2324.0)
(29, 50, -1849.0)
(30, 20, -1841.0)
(31, 40, -1668.0)
(32, 40, -779.0)
(33, 20, -499.0)
(34, 40, -477.0)
(35, 30, -280.0)
(36, 30, -300.0)
(37, 30, -169.0)
(38, 30, -170.0)
(39, 30, -120.0)
(40, 10, -120.0)
(41, 30, -120.0)
(42, 30, -60.0)
