(0, 40, -426.0)
(1, 40, -715.0)
(2, 40, -768.0)
(3, 40, -860.0)
(4, 30, -1266.0)
(5, 40, -1278.0)
(6, 40, -1493.0)
(7, 40, -2068.0)
(8, 40, -1616.0)
(9, 40, -1344.0)
(10, 40, -1592.0)
(11, 40, -935.0)
(12, 40, -1242.0)
(13, 40, -1500.0)
(14, 40, -1263.0)
(15, 10, -1595.0)
(16, 40, -1985.0)
(17, 40, -1768.0)
(18, 40, -1541.0)
(19, 40, -1990.0)
(20, 40, -2014.0)
(21, 50, -1828.0)
(22, 40, -2347.0)
(23, 10, -2394.0)
(24, 10, -2685.0)
(25, 10, -2786.0)
(26, 40, -2717.0)
(27, 10, -2137.0)
(28, 10, -2428.0)
(29, 10, -1967.0)
(30, 10, -1511.0)
(31, 10, -1344.0)
(32, 10, -1130.0)
(33, 10, -871.0)
(34, 30, -697.0)
(35, 30, -487.0)
(36, 10, -420.0)
(37, 10, -420.0)
(38, 10, -420.0)
(39, 10, -104.0)
(40, 10, -120.0)
(41, 30, -120.0)
(42, 30, -120.0)
(43, 30, -120.0)
