(0, 50, -434.0)
(1, 10, -727.0)
(2, 10, -790.0)
(3, 10, -869.0)
(4, 20, -1232.0)
(5, 20, -1136.0)
(6, 10, -1344.0)
(7, 20, -2079.0)
(8, 20, -1518.0)
(9, 20, -1336.0)
(10, 20, -1321.0)
(11, 20, -639.0)
(12, 20, -769.0)
(13, 20, -922.0)
(14, 10, -920.0)
(15, 30, -960.0)
(16, 10, -1306.0)
(17, 10, -1136.0)
(18, 30, -1244.0)
(19, 30, -1481.0)
(20, 50, -1592.0)
(21, 50, -1843.0)
(22, 50, -2321.0)
(23, 50, -2191.0)
(24, 50, -2144.0)
(25, 50, -2194.0)
(26, 50, -1891.0)
(27, 50, -1945.0)
(28, 50, -2137.0)
(29, 50, -1974.0)
(30, 50, -1182.0)
(31, 50, -1157.0)
(32, 50, -732.0)
(33, 50, -548.0)
(34, 30, -467.0)
(35, 30, -471.0)
(36, 30, -420.0)
(37, 30, -420.0)
(38, 30, -50.0)
(39, 30, -60.0)
(40, 50, -60.0)
(41, 50, -60.0)
(42, 50, -60.0)
(43, 50, 0)
