(0, 10, 2.181967545548644)
(1, 50, 1.6086220896457024)
(2, 40, 1.1801944701955285)
(3, 10, 0.9540063213421592)
(4, 40, 0.6307807733314168)
(5, 40, 0.7052470068715205)
(6, 40, 0.7447342608204903)
(7, 30, 0.46993057174463954)
(8, 30, 0.5322751015571979)
(9, 40, 0.879230979371555)
(10, 40, 0.6215539605270975)
(11, 20, 0.4394253326076446)
(12, 40, 0.6184837631021484)
(13, 30, 0.4453072851143539)
(14, 10, 0.5317342854937934)
(15, 40, 0.49012285567347363)
(16, 40, 0.3817130985066767)
(17, 40, 0.5962453718108216)
(18, 40, 0.40071047753848316)
(19, 40, 0.45941992055041453)
(20, 50, 0.9658963281152548)
(21, 40, 0.4706452743898231)
(22, 40, 0.3672119772919109)
(23, 40, 0.4577186920568768)
(24, 40, 0.38524947339711857)
(25, 40, 0.5232947067400789)
(26, 40, 0.6047621688417351)
(27, 40, 0.5684583838959891)
(28, 20, 0.23003617152267414)
(29, 40, 0.42681330492306446)
(30, 40, 0.4657526593703822)
(31, 40, 0.2999636279739977)
(32, 40, 0.4734684511592257)
(33, 40, 0.4511195767646182)
(34, 40, 0.6016172776390574)
(35, 40, 0.9389218498345507)
(36, 40, 0.8813463790796843)
(37, 40, 0.8482481538179528)
(38, 40, 0.6563632362929438)
(39, 40, 0.2400583556094111)
(40, 40, 0.647141871791823)
(41, 40, 0.08225939005308788)
(42, 40, 0.1490362336205819)
(43, 40, 0.0)
