(0, 20, -25.38095238095238)
(1, 20, -35.903225806451616)
(2, 20, -31.97222222222222)
(3, 30, -39.7027027027027)
(4, 10, -45.35897435897436)
(5, 20, -38.642857142857146)
(6, 50, -42.0)
(7, 20, -44.372549019607845)
(8, 40, -40.63636363636363)
(9, 40, -49.564516129032256)
(10, 40, -47.30434782608695)
(11, 50, -50.11594202898551)
(12, 20, -55.60526315789474)
(13, 50, -52.68674698795181)
(14, 40, -50.873684210526314)
(15, 20, -53.4)
(16, 50, -54.316326530612244)
(17, 30, -53.59090909090909)
(18, 10, -55.610619469026545)
(19, 50, -56.125)
(20, 40, -54.2520325203252)
(21, 50, -55.37903225806452)
(22, 40, -53.56153846153846)
(23, 10, -56.8359375)
(24, 40, -56.58139534883721)
(25, 30, -57.87596899224806)
(26, 30, -55.51851851851852)
(27, 10, -56.33812949640288)
(28, 50, -56.673758865248224)
(29, 50, -54.69718309859155)
(30, 40, -58.53793103448276)
(31, 50, -58.88111888111888)
(32, 50, -57.48251748251748)
(33, 10, -55.88059701492537)
(34, 50, -58.02255639097744)
(35, 50, -57.86029411764706)
(36, 50, -56.128787878787875)
(37, 40, -56.09701492537314)
(38, 20, -54.744360902255636)
(39, 50, -58.0)
(40, 40, -52.99264705882353)
(41, 30, -57.44525547445255)
(42, 50, -57.364285714285714)
(43, 40, -58.42028985507246)
