(0, 10, -27.41176470588235)
(1, 40, -37.0)
(2, 40, -36.83870967741935)
(3, 50, -42.38235294117647)
(4, 40, -44.56410256410256)
(5, 30, -40.97674418604651)
(6, 40, -42.91489361702128)
(7, 50, -52.96296296296296)
(8, 10, -46.89705882352941)
(9, 40, -52.0)
(10, 40, -49.58441558441559)
(11, 20, -48.976190476190474)
(12, 40, -51.02298850574713)
(13, 40, -53.741573033707866)
(14, 30, -52.51578947368421)
(15, 50, -52.872549019607845)
(16, 20, -49.342592592592595)
(17, 40, -53.660714285714285)
(18, 40, -55.35897435897436)
(19, 30, -56.31858407079646)
(20, 30, -53.09448818897638)
(21, 40, -58.0703125)
(22, 40, -56.87022900763359)
(23, 40, -55.115107913669064)
(24, 40, -58.57553956834533)
(25, 40, -55.99264705882353)
(26, 50, -58.34532374100719)
(27, 30, -53.8705035971223)
(28, 40, -58.416058394160586)
(29, 50, -58.645390070921984)
(30, 40, -57.23741007194245)
(31, 40, -57.89705882352941)
(32, 20, -53.6)
(33, 40, -53.553030303030305)
(34, 40, -55.0859375)
(35, 40, -52.84615384615385)
(36, 40, -53.446280991735534)
(37, 40, -56.8728813559322)
(38, 40, -49.29032258064516)
(39, 50, -53.11290322580645)
(40, 40, -58.596774193548384)
(41, 50, -57.02272727272727)
(42, 40, -56.2)
(43, 40, -53.69747899159664)
